# from Michele Cirasuolo 02/02/2011
#f606w ACS
4560. 0.000000000000
4600. 0.000669691595
4620. 0.004052607810
4630. 0.010034777200
4640. 0.012558062600
4650. 0.026075098700
4660. 0.066571243100
4670. 0.075320757900
4680. 0.080899722900
4690. 0.156278789000
4700. 0.201121777000
4710. 0.162766665000
4720. 0.199159384000
4730. 0.310885310000
4740. 0.305788428000
4750. 0.257141352000
4760. 0.319822133000
4770. 0.447829366000
4780. 0.420647204000
4790. 0.354504138000
4800. 0.411171734000
4810. 0.517286718000
4820. 0.503041208000
4830. 0.511393070000
4840. 0.543930709000
4850. 0.565381706000
4860. 0.556160271000
4870. 0.563427389000
4880. 0.575226605000
4890. 0.523891807000
4900. 0.489471614000
4910. 0.487415075000
4920. 0.502406955000
4930. 0.534270644000
4940. 0.571717441000
4950. 0.587402940000
4960. 0.560089767000
4970. 0.521752059000
4980. 0.537832618000
4990. 0.578446925000
5000. 0.594112754000
5010. 0.604544818000
5020. 0.588490903000
5030. 0.552844763000
5040. 0.512510657000
5050. 0.498488754000
5060. 0.499880403000
5070. 0.562575817000
5080. 0.568677366000
5090. 0.593985081000
5100. 0.550361037000
5110. 0.553617060000
5120. 0.548390746000
5130. 0.551356852000
5140. 0.575345635000
5150. 0.580935657000
5160. 0.605349183000
5170. 0.572821558000
5180. 0.572022080000
5190. 0.555536509000
5200. 0.622356832000
5210. 0.583187819000
5220. 0.597560644000
5230. 0.534805059000
5240. 0.525453508000
5250. 0.585537672000
5260. 0.547323108000
5270. 0.595575273000
5280. 0.576066017000
5290. 0.614188313000
5300. 0.589984894000
5310. 0.576553166000
5320. 0.544700325000
5330. 0.599306703000
5340. 0.562920749000
5350. 0.623459518000
5360. 0.608769119000
5370. 0.602031648000
5380. 0.604742527000
5390. 0.586876035000
5400. 0.547676921000
5410. 0.540802419000
5420. 0.573774159000
5430. 0.600194812000
5440. 0.620888829000
5450. 0.639093935000
5460. 0.631765962000
5470. 0.634647012000
5480. 0.646085620000
5490. 0.639401376000
5500. 0.634824693000
5510. 0.602487803000
5520. 0.609788358000
5530. 0.620918632000
5540. 0.631605923000
5550. 0.640473664000
5560. 0.622078001000
5570. 0.637525737000
5580. 0.642078936000
5590. 0.634677112000
5600. 0.629329860000
5610. 0.602110028000
5620. 0.603178442000
5630. 0.626802146000
5640. 0.645492375000
5650. 0.648144066000
5660. 0.635538936000
5670. 0.622219801000
5680. 0.624051869000
5690. 0.634924054000
5700. 0.649235725000
5710. 0.654868424000
5720. 0.641773641000
5730. 0.641083479000
5740. 0.656563759000
5750. 0.614272892000
5760. 0.613358915000
5770. 0.609183192000
5780. 0.617499113000
5790. 0.634784162000
5800. 0.656160533000
5810. 0.666884542000
5820. 0.671402395000
5830. 0.654416621000
5840. 0.653308034000
5850. 0.635259628000
5860. 0.661959052000
5870. 0.657959759000
5880. 0.657917559000
5890. 0.640733957000
5900. 0.686306596000
5910. 0.656246781000
5920. 0.686264575000
5930. 0.671092272000
5940. 0.649800301000
5950. 0.614981055000
5960. 0.658698201000
5970. 0.643528461000
5980. 0.652222157000
5990. 0.650849164000
6000. 0.647978783000
6010. 0.656463563000
6020. 0.659768283000
6030. 0.663626075000
6040. 0.666513801000
6050. 0.684074759000
6060. 0.679400146000
6070. 0.668897033000
6080. 0.658464849000
6090. 0.677231729000
6100. 0.688903928000
6110. 0.676397145000
6120. 0.689814568000
6130. 0.689920187000
6140. 0.691486955000
6150. 0.693497479000
6160. 0.677661061000
6170. 0.641882062000
6180. 0.617942393000
6190. 0.598575532000
6200. 0.593944252000
6210. 0.585482419000
6220. 0.599285424000
6230. 0.642990053000
6240. 0.657792032000
6250. 0.684596121000
6260. 0.683668554000
6270. 0.688457131000
6280. 0.698559344000
6290. 0.675516248000
6300. 0.683174491000
6310. 0.666109324000
6320. 0.669408798000
6330. 0.661738455000
6340. 0.675720811000
6350. 0.665301263000
6360. 0.724088907000
6370. 0.657935143000
6380. 0.681866169000
6390. 0.616472125000
6400. 0.636248648000
6410. 0.612285137000
6420. 0.652433932000
6430. 0.624343276000
6440. 0.689187348000
6450. 0.663644671000
6460. 0.724890053000
6470. 0.679405451000
6480. 0.725095868000
6490. 0.670890570000
6500. 0.703240216000
6510. 0.639386058000
6520. 0.657151401000
6530. 0.622462392000
6540. 0.669477701000
6550. 0.628795862000
6560. 0.686579943000
6570. 0.653725922000
6580. 0.677019656000
6590. 0.652482331000
6600. 0.660337389000
6610. 0.621367514000
6620. 0.651186705000
6630. 0.655209064000
6640. 0.652144372000
6650. 0.703323066000
6660. 0.667650759000
6670. 0.725973845000
6680. 0.684870303000
6690. 0.737624168000
6700. 0.673516333000
6710. 0.696726859000
6720. 0.661745608000
6730. 0.666510940000
6740. 0.643852115000
6750. 0.683251321000
6760. 0.645754933000
6770. 0.637831688000
6780. 0.718574524000
6790. 0.646315992000
6800. 0.702595949000
6810. 0.650662124000
6820. 0.659229517000
6830. 0.632311463000
6840. 0.672341645000
6850. 0.634842873000
6860. 0.681740642000
6870. 0.651334286000
6880. 0.684297323000
6890. 0.637612998000
6900. 0.651063859000
6910. 0.591052234000
6920. 0.611824989000
6930. 0.559883475000
6940. 0.607307494000
6950. 0.577218354000
6960. 0.641015291000
6970. 0.647962451000
6980. 0.679442167000
6990. 0.645945489000
7000. 0.673531651000
7010. 0.647135615000
7020. 0.661130488000
7030. 0.621395588000
7040. 0.664347351000
7050. 0.627304316000
7060. 0.673535764000
7070. 0.632002831000
