# from Michele Cirasuolo 02/02/2011
#f606w ACS
7080. 0.543066740000
7090. 0.325488061000
7100. 0.188814119000
7110. 0.108992748000
7120. 0.074329726400
7130. 0.053027194000
7140. 0.043432571000
7150. 0.033386513600
7160. 0.023509396200
7170. 0.013841652300
7180. 0.006957536560
7190. 0.003904853480
7210. 0.001522275390
7250. 0.000360515638
7290. 0.000108723085
7330. 0.000000000000
