# from Michele Cirasuolo 02/02/2011
#f435w ACS
3520. 0.000000000000
3560. 0.000789688493
3580. 0.001418828380
3590. 0.002364619400
3600. 0.004462113140
3610. 0.007643661930
3620. 0.010866069200
3630. 0.014477429000
3640. 0.020921643800
3650. 0.030805109100
3660. 0.039027616400
3670. 0.043109878900
3680. 0.050398260400
3690. 0.062428243500
3700. 0.075504139100
3710. 0.083657607400
3720. 0.093173965800
3730. 0.102597252000
3740. 0.123520724000
3750. 0.140395805000
3760. 0.154902309000
3770. 0.163307443000
3780. 0.175952539000
3790. 0.188897327000
3800. 0.201894343000
3810. 0.203378409000
3820. 0.223620906000
3830. 0.231877699000
3840. 0.251806229000
3850. 0.261368752000
3860. 0.275406539000
3870. 0.283099562000
3880. 0.294611901000
3890. 0.300658345000
3900. 0.317573011000
3910. 0.324925244000
3920. 0.343534797000
3930. 0.357178360000
3940. 0.368408650000
3950. 0.378020823000
3960. 0.386602193000
3970. 0.390802592000
3980. 0.396793604000
3990. 0.401600450000
4000. 0.408208936000
4010. 0.407624066000
4020. 0.423007190000
4030. 0.422935992000
4040. 0.439030588000
4050. 0.434360892000
4060. 0.451507449000
4070. 0.450514674000
4080. 0.458627522000
4090. 0.446311951000
4100. 0.461161703000
4110. 0.449081570000
4120. 0.458061546000
4130. 0.454518855000
4140. 0.472329080000
4150. 0.466556847000
4160. 0.475581467000
4170. 0.469222307000
4180. 0.482933402000
4190. 0.476777822000
4200. 0.486864895000
4210. 0.484153718000
4220. 0.507028580000
4230. 0.496721983000
4240. 0.523895502000
4250. 0.504360557000
4260. 0.526689470000
4270. 0.504749537000
4280. 0.524020791000
4290. 0.508770645000
4300. 0.510408878000
4310. 0.492893219000
4320. 0.514572918000
4330. 0.512909234000
4340. 0.525790095000
4350. 0.513194740000
4360. 0.535102606000
4370. 0.532154500000
4380. 0.543661535000
4390. 0.534830987000
4400. 0.550659060000
4410. 0.550982654000
4420. 0.556650996000
4430. 0.538906574000
4440. 0.546944201000
4450. 0.533986747000
4460. 0.546914518000
4470. 0.540805638000
4480. 0.552871168000
4490. 0.549580991000
4500. 0.560522795000
4510. 0.545975208000
4520. 0.555939198000
4530. 0.545198739000
4540. 0.571553707000
4550. 0.583176076000
4560. 0.588785350000
4570. 0.601142764000
4580. 0.534129977000
4590. 0.600121975000
4600. 0.563061059000
4610. 0.581524432000
4620. 0.568960190000
4630. 0.579890847000
4640. 0.559150934000
4650. 0.578107953000
4660. 0.546611845000
4670. 0.566843271000
4680. 0.544692099000
4690. 0.560502589000
4700. 0.555737019000
4710. 0.534756005000
4720. 0.556746840000
4730. 0.539662838000
4740. 0.555956185000
4750. 0.550176144000
4760. 0.568141043000
4770. 0.528772712000
4780. 0.506442904000
4790. 0.368531406000
4800. 0.277364910000
4810. 0.150806159000
4820. 0.076417401400
4830. 0.036296334100
4840. 0.018829919400
4850. 0.009494375440
4860. 0.005684087980
4870. 0.003401137190
4880. 0.002364433840
4900. 0.000961696263
4940. 0.000138592019
4980. 0.000000000000
