  189 CAPAK_v2/r_subaru.res  cosmos-r  lambda_c= 6.28871e+03  AB-Vega= 0.16
    1   5.40000e+03   7.05635e-04
    2   5.41000e+03   2.03203e-03
    3   5.42000e+03   4.42474e-03
    4   5.43000e+03   8.77525e-03
    5   5.44000e+03   1.66028e-02
    6   5.45000e+03   2.89910e-02
    7   5.46000e+03   4.63200e-02
    8   5.47000e+03   7.00391e-02
    9   5.48000e+03   1.00092e-01
   10   5.49000e+03   1.35703e-01
   11   5.50000e+03   1.75912e-01
   12   5.51000e+03   2.18137e-01
   13   5.52000e+03   2.62930e-01
   14   5.53000e+03   3.08946e-01
   15   5.54000e+03   3.51686e-01
   16   5.55000e+03   3.92028e-01
   17   5.56000e+03   4.32414e-01
   18   5.57000e+03   4.70843e-01
   19   5.58000e+03   5.06485e-01
   20   5.59000e+03   5.39238e-01
   21   5.60000e+03   5.69727e-01
   22   5.61000e+03   5.98469e-01
   23   5.62000e+03   6.25836e-01
   24   5.63000e+03   6.49522e-01
   25   5.64000e+03   6.67518e-01
   26   5.65000e+03   6.85006e-01
   27   5.66000e+03   7.01352e-01
   28   5.67000e+03   7.15359e-01
   29   5.68000e+03   7.29676e-01
   30   5.69000e+03   7.44968e-01
   31   5.70000e+03   7.52061e-01
   32   5.71000e+03   7.59077e-01
   33   5.72000e+03   7.70858e-01
   34   5.73000e+03   7.83501e-01
   35   5.74000e+03   7.95435e-01
   36   5.75000e+03   8.07330e-01
   37   5.76000e+03   8.17933e-01
   38   5.77000e+03   8.26319e-01
   39   5.78000e+03   8.32011e-01
   40   5.79000e+03   8.39132e-01
   41   5.80000e+03   8.46643e-01
   42   5.81000e+03   8.52460e-01
   43   5.82000e+03   8.56793e-01
   44   5.83000e+03   8.58386e-01
   45   5.84000e+03   8.59982e-01
   46   5.85000e+03   8.61863e-01
   47   5.86000e+03   8.62144e-01
   48   5.87000e+03   8.64312e-01
   49   5.88000e+03   8.68294e-01
   50   5.89000e+03   8.73248e-01
   51   5.90000e+03   8.77716e-01
   52   5.91000e+03   8.81833e-01
   53   5.92000e+03   8.85458e-01
   54   5.93000e+03   8.88442e-01
   55   5.94000e+03   8.93159e-01
   56   5.95000e+03   8.96812e-01
   57   5.96000e+03   8.98852e-01
   58   5.97000e+03   9.01562e-01
   59   5.98000e+03   9.03975e-01
   60   5.99000e+03   9.03809e-01
   61   6.00600e+03   9.04156e-01
   62   6.01570e+03   9.06025e-01
   63   6.02530e+03   9.07709e-01
   64   6.03500e+03   9.08928e-01
   65   6.04460e+03   9.09252e-01
   66   6.05430e+03   9.08379e-01
   67   6.06390e+03   9.05985e-01
   68   6.07360e+03   9.02355e-01
   69   6.08320e+03   8.97770e-01
   70   6.09290e+03   8.92477e-01
   71   6.10250e+03   8.86808e-01
   72   6.11220e+03   8.81236e-01
   73   6.12180e+03   8.76325e-01
   74   6.13150e+03   8.72658e-01
   75   6.14110e+03   8.70359e-01
   76   6.15080e+03   8.69453e-01
   77   6.16040e+03   8.69868e-01
   78   6.17010e+03   8.71773e-01
   79   6.17970e+03   8.75359e-01
   80   6.18940e+03   8.80812e-01
   81   6.19900e+03   8.88025e-01
   82   6.20870e+03   8.95920e-01
   83   6.21830e+03   9.04722e-01
   84   6.22800e+03   9.14400e-01
   85   6.23760e+03   9.24376e-01
   86   6.24730e+03   9.34010e-01
   87   6.25690e+03   9.42755e-01
   88   6.26660e+03   9.50144e-01
   89   6.27620e+03   9.56299e-01
   90   6.28590e+03   9.61846e-01
   91   6.29550e+03   9.66389e-01
   92   6.30520e+03   9.70080e-01
   93   6.31480e+03   9.73319e-01
   94   6.32450e+03   9.76142e-01
   95   6.33420e+03   9.78853e-01
   96   6.34380e+03   9.81620e-01
   97   6.35350e+03   9.83885e-01
   98   6.36310e+03   9.85410e-01
   99   6.37280e+03   9.86736e-01
  100   6.38240e+03   9.87977e-01
  101   6.39210e+03   9.89024e-01
  102   6.40170e+03   9.89685e-01
  103   6.41140e+03   9.89627e-01
  104   6.42100e+03   9.89333e-01
  105   6.43070e+03   9.89303e-01
  106   6.44030e+03   9.89681e-01
  107   6.45000e+03   9.90084e-01
  108   6.45960e+03   9.90302e-01
  109   6.46930e+03   9.91102e-01
  110   6.47890e+03   9.92612e-01
  111   6.48860e+03   9.94262e-01
  112   6.49820e+03   9.95774e-01
  113   6.50790e+03   9.96199e-01
  114   6.51750e+03   9.96344e-01
  115   6.52720e+03   9.96966e-01
  116   6.53680e+03   9.97861e-01
  117   6.54650e+03   9.98317e-01
  118   6.55610e+03   9.98685e-01
  119   6.56580e+03   9.99132e-01
  120   6.57540e+03   9.99323e-01
  121   6.58510e+03   9.99687e-01
  122   6.59470e+03   1.00000e+00
  123   6.60440e+03   9.99590e-01
  124   6.61400e+03   9.98764e-01
  125   6.62370e+03   9.98065e-01
  126   6.63330e+03   9.97378e-01
  127   6.64300e+03   9.96795e-01
  128   6.65260e+03   9.96394e-01
  129   6.66230e+03   9.95790e-01
  130   6.67190e+03   9.95066e-01
  131   6.68160e+03   9.94559e-01
  132   6.69120e+03   9.93880e-01
  133   6.70090e+03   9.92630e-01
  134   6.71050e+03   9.91480e-01
  135   6.72020e+03   9.90766e-01
  136   6.72980e+03   9.90219e-01
  137   6.73950e+03   9.89961e-01
  138   6.74910e+03   9.89667e-01
  139   6.75880e+03   9.88891e-01
  140   6.76840e+03   9.87711e-01
  141   6.77810e+03   9.84290e-01
  142   6.78770e+03   9.78038e-01
  143   6.79740e+03   9.69615e-01
  144   6.80710e+03   9.59946e-01
  145   6.81670e+03   9.48551e-01
  146   6.82640e+03   9.28661e-01
  147   6.83600e+03   9.03482e-01
  148   6.84570e+03   8.76112e-01
  149   6.85530e+03   8.48323e-01
  150   6.86500e+03   8.19716e-01
