2176 VISTA_FILTERS_at80K_forETC_J.dat
1	5000	0.0001
2	5010	0.0001
3	5020	0.0001
4	5030	0.0001
5	5040	0.0001
6	5050	0.0001
7	5060	0
8	5070	0.0001
9	5080	0.0001
10	5090	0.0001
11	5100	0
12	5110	0
13	5120	0
14	5130	0
15	5140	0
16	5150	0.0001
17	5160	0.0001
18	5170	0.0001
19	5180	0.0001
20	5190	0.0001
21	5200	0
22	5210	0
23	5220	0
24	5230	0
25	5240	0
26	5250	0
27	5260	0
28	5270	0
29	5280	0
30	5290	0
31	5300	0
32	5310	0
33	5320	0
34	5330	0.0001
35	5340	0.0001
36	5350	0.0001
37	5360	0
38	5370	0.0001
39	5380	0.0001
40	5390	0.0001
41	5400	0.0001
42	5410	0.0001
43	5420	0
44	5430	0
45	5440	0
46	5450	0
47	5460	0
48	5470	0
49	5480	0
50	5490	0
51	5500	0
52	5510	0
53	5520	0
54	5530	0
55	5540	0
56	5550	0
57	5560	0
58	5570	0
59	5580	0
60	5590	0
61	5600	0
62	5610	0
63	5620	0
64	5630	0
65	5640	0
66	5650	0
67	5660	0
68	5670	0
69	5680	0
70	5690	0
71	5700	0
72	5710	0.0001
73	5720	0.0001
74	5730	0.0001
75	5740	0
76	5750	0
77	5760	0
78	5770	0
79	5780	0
80	5790	0.0001
81	5800	0.0001
82	5810	0.0001
83	5820	0
84	5830	0
85	5840	0
86	5850	0
87	5860	0
88	5870	0
89	5880	0
90	5890	0
91	5900	0
92	5910	0
93	5920	0
94	5930	0.0001
95	5940	0.0001
96	5950	0.0001
97	5960	0
98	5970	0
99	5980	0
100	5990	0
101	6000	0
102	6010	0.0001
103	6020	0.0001
104	6030	0.0001
105	6040	0
106	6050	0
107	6060	0
108	6070	0
109	6080	0
110	6090	0
111	6100	0
112	6110	0
113	6120	0
114	6130	0
115	6140	0
116	6150	0
117	6160	0
118	6170	0
119	6180	0
120	6190	0
121	6200	0
122	6210	0
123	6220	0
124	6230	0
125	6240	0
126	6250	0.0001
127	6260	0.0001
128	6270	0.0001
129	6280	0.0001
130	6290	0.0001
131	6300	0
132	6310	0
133	6320	0
134	6330	0.0001
135	6340	0.0001
136	6350	0.0002
137	6360	0.0002
138	6370	0.0001
139	6380	0
140	6390	0.0001
141	6400	0.0001
142	6410	0.0002
143	6420	0.0002
144	6430	0.0002
145	6440	0.0002
146	6450	0.0003
147	6460	0.0003
148	6470	0.0004
149	6480	0.0004
150	6490	0.0005
151	6500	0.0006
152	6510	0.0008
153	6520	0.0009
154	6530	0.001
155	6540	0.0011
156	6550	0.0012
157	6560	0.0012
158	6570	0.0014
159	6580	0.0015
160	6590	0.0016
161	6600	0.0017
162	6610	0.0018
163	6620	0.0019
164	6630	0.0021
165	6640	0.0022
166	6650	0.0024
167	6660	0.0025
168	6670	0.0028
169	6680	0.003
170	6690	0.0034
171	6700	0.0038
172	6710	0.0043
173	6720	0.0047
174	6730	0.0054
175	6740	0.006
176	6750	0.0069
177	6760	0.0078
178	6770	0.0089
179	6780	0.01
180	6790	0.0113
181	6800	0.0126
182	6810	0.0141
183	6820	0.0156
184	6830	0.0175
185	6840	0.0193
186	6850	0.0215
187	6860	0.0237
188	6870	0.0262
189	6880	0.0287
190	6890	0.0312
191	6900	0.0337
192	6910	0.0357
193	6920	0.0377
194	6930	0.0379
195	6940	0.0381
196	6950	0.0367
197	6960	0.0353
198	6970	0.0333
199	6980	0.0313
200	6990	0.029
201	7000	0.0267
202	7010	0.0241
203	7020	0.0214
204	7030	0.0185
205	7040	0.0156
206	7050	0.0128
207	7060	0.0099
208	7070	0.0078
209	7080	0.0057
210	7090	0.0045
211	7100	0.0032
212	7110	0.0023
213	7120	0.0014
214	7130	0.0011
215	7140	0.0007
216	7150	0.0006
217	7160	0.0004
218	7170	0.0003
219	7180	0.0002
220	7190	0.0002
221	7200	0.0001
222	7210	0.0001
223	7220	0
224	7230	0.0001
225	7240	0.0002
226	7250	0.0001
227	7260	0
228	7270	0
229	7280	0
230	7290	0
231	7300	0
232	7310	0.0001
233	7320	0.0001
234	7330	0.0001
235	7340	0.0001
236	7350	0.0001
237	7360	0
238	7370	0.0001
239	7380	0.0001
240	7390	0.0001
241	7400	0
242	7410	0
243	7420	0
244	7430	0
245	7440	0
246	7450	0
